Genome,10_S15.sorted Relative Abundance (%),12_S16.sorted Relative Abundance (%),13_S17.sorted Relative Abundance (%),14_S18.sorted Relative Abundance (%),1_S6.sorted Relative Abundance (%),2_S7.sorted Relative Abundance (%),3_S8.sorted Relative Abundance (%),4_S9.sorted Relative Abundance (%),5_S10.sorted Relative Abundance (%),6_S11.sorted Relative Abundance (%),7_S12.sorted Relative Abundance (%),8_S13.sorted Relative Abundance (%),9_S14.sorted Relative Abundance (%),TotalAbundance
binning_output.163,0.030575749,0.0,0.0,0.0,0.0,0.0,0.12455934,0.06189974,0.10421897,0.03331709,0.17022102,0.080362484,0.026832249,0.631986642
binning_output.208,0.038448073,0.0,0.0,0.070826516,0.0,0.16878228,0.08671337,0.06595556,0.048697054,0.04129129,0.026663896,0.037089758,0.04557364,0.630041437
binning_output.185,0.12674983,0.0,0.0,0.09369628,0.0,0.07643571,0.022176381,0.046563867,0.03377415,0.07959376,0.04609082,0.0473228,0.053901214,0.6263048120000001
binning_output.200,0.0,0.0,0.11120242,0.0,0.0892228,0.0,0.12416393,0.053196587,0.11518897,0.024881413,0.06335666,0.030415706,0.013255621,0.624884107
binning_output.184,0.018185107,0.0,0.0,0.0,0.0,0.0,0.08140917,0.04408411,0.13835964,0.013134829,0.2522512,0.036792062,0.039114676,0.623330794
binning_output.175,0.028624892,0.0,0.0,0.0,0.0,0.0,0.15239252,0.046530776,0.10136961,0.015997209,0.14129335,0.042415716,0.094403856,0.623027929
binning_output.158,0.029790899,0.0,0.0,0.4192982,0.0,0.031033546,0.03533949,0.04377168,0.0,0.027649455,0.0,0.032971755,0.0,0.6198550250000001
binning_output.203,0.0,0.0,0.0,0.0,0.0,0.0,0.26556727,0.01950779,0.12487456,0.0,0.08400607,0.020716293,0.10332299,0.6179949730000001
binning_output.162,0.13353288,0.0,0.0,0.105102554,0.0,0.15330538,0.0,0.073304534,0.0,0.0995279,0.0,0.050795767,0.0,0.6155690149999999
binning_output.179,0.11445403,0.0,0.0,0.07318541,0.0,0.05856652,0.016112,0.0403464,0.027398912,0.12029234,0.05763897,0.062297896,0.043736484,0.614028962
binning_output.194,0.14969258,0.0,0.0,0.11918654,0.0,0.082014635,0.021765273,0.03896274,0.0,0.11374702,0.0,0.06374439,0.0248314,0.6139445779999999
binning_output.204,0.12553121,0.0,0.0,0.083345845,0.0,0.08083153,0.022200765,0.04236543,0.027154686,0.07893063,0.053546526,0.04669118,0.051352523,0.611950325
binning_output.241,0.0130643165,0.24650736,0.051345255,0.0,0.032535028,0.0,0.07793496,0.026928786,0.042278066,0.0,0.059928354,0.030698875,0.020551661,0.6017726615000001
binning_output.169,0.14742927,0.0,0.0,0.13945532,0.0,0.06248757,0.0,0.021731779,0.021455498,0.11372881,0.0,0.067856036,0.027295077,0.60143936
binning_output.157,0.05487681,0.0,0.0,0.13727294,0.0,0.13648298,0.0,0.059878886,0.0,0.06668001,0.033451397,0.08567496,0.024558239,0.598876222
binning_output.174,0.0,0.07517471,0.31333423,0.0,0.07213913,0.0,0.062493455,0.028294256,0.028313428,0.0,0.017906303,0.0,0.0,0.597655512
binning_output.226,0.20934169,0.0,0.0,0.0,0.0,0.038579047,0.0,0.0,0.0,0.26641932,0.0,0.07651078,0.0,0.5908508370000001
binning_output.206,0.15668792,0.0,0.0,0.1328253,0.0,0.081685394,0.0,0.023239037,0.0,0.12043343,0.0,0.06906366,0.0,0.583934741
binning_output.214,0.0,0.0,0.10101522,0.0,0.0,0.47888964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57990486
binning_output.246,0.057176735,0.0,0.0,0.0,0.0,0.0,0.048683736,0.024847198,0.13346827,0.023081826,0.17950757,0.058034223,0.0542862,0.579085758
binning_output.271,0.016104825,0.0,0.0,0.0,0.0,0.0,0.10239774,0.011382512,0.0910628,0.025263283,0.13075101,0.059911653,0.1417057,0.5785795229999999
binning_output.183,0.024748003,0.0,0.0,0.0,0.0,0.0,0.1859087,0.069770224,0.08524039,0.025391454,0.10161889,0.06722361,0.016527783,0.576429054
binning_output.181,0.0,0.0,0.36014944,0.0,0.0898853,0.0,0.0516411,0.019431423,0.026255026,0.0,0.025704682,0.0,0.0,0.5730669709999999
binning_output.198,0.09555169,0.0,0.0,0.16424783,0.0,0.1982997,0.0,0.035206683,0.0,0.058811508,0.0,0.019397983,0.0,0.571515394
binning_output.159,0.122706175,0.0,0.0,0.08367342,0.0,0.07889567,0.0,0.12665018,0.0,0.047129102,0.053320054,0.021288976,0.037646905,0.571310482
binning_output.207,0.020446695,0.0,0.0,0.0,0.0,0.0,0.05922523,0.036618255,0.1233861,0.013792865,0.23105614,0.041941214,0.041541867,0.5680083659999999
binning_output.188,0.036312453,0.0,0.0,0.29426223,0.0,0.16923052,0.0,0.030445311,0.0,0.0357389,0.0,0.0,0.0,0.565989414
binning_output.235,0.028104559,0.19524862,0.0,0.11576127,0.0,0.059485346,0.026665168,0.016663706,0.041719344,0.0,0.03727647,0.0,0.044701423,0.565625906
binning_output.168,0.09866292,0.0,0.0,0.09177672,0.0,0.061666753,0.0,0.06092806,0.026377756,0.09083068,0.05183056,0.05001055,0.03251462,0.5645986190000001
binning_output.196,0.08474147,0.0,0.0,0.14563933,0.0,0.100706555,0.0,0.07146865,0.023218868,0.066640384,0.0,0.033495985,0.030543143,0.556454385
binning_output.150,0.0,0.0,0.2385525,0.0,0.2591544,0.0,0.035302103,0.0,0.020463135,0.0,0.0,0.0,0.0,0.553472138
binning_output.192,0.029615423,0.0,0.0,0.09148742,0.0697229,0.14056791,0.022063835,0.079369314,0.026167847,0.025181254,0.046216063,0.022955462,0.0,0.553347428
binning_output.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030627295,0.0,0.0,0.0,0.51911503,0.549742325
binning_output.187,0.09388111,0.0,0.0,0.087420784,0.0,0.06896071,0.03305801,0.030895725,0.030244268,0.08510464,0.024208626,0.056592803,0.035948377,0.5463150529999999
binning_output.130,0.0,0.0,0.0,0.07967988,0.0,0.26016432,0.0,0.20481583,0.0,0.0,0.0,0.0,0.0,0.54466003
binning_output.178,0.03121895,0.0,0.0,0.11523287,0.0,0.32754713,0.0,0.04440979,0.0,0.025549924,0.0,0.0,0.0,0.543958664
binning_output.197,0.0,0.0,0.0,0.35386437,0.0,0.09239986,0.0,0.08028798,0.0,0.0,0.0,0.016833598,0.0,0.5433858079999999
binning_output.255,0.1466156,0.0,0.0,0.09536813,0.0,0.08011517,0.0,0.02413295,0.0,0.12215436,0.0,0.07342206,0.0,0.54180827
binning_output.237,0.047661107,0.0,0.034715477,0.0,0.0,0.04051449,0.13947837,0.031718366,0.054216415,0.0477609,0.05236902,0.0360912,0.056149743,0.540675088
binning_output.219,0.022664532,0.0,0.0,0.05515109,0.0,0.37577564,0.0,0.041774385,0.0,0.025448907,0.0,0.018400578,0.0,0.539215132
binning_output.247,0.053050622,0.0,0.0,0.0,0.0,0.0,0.052706104,0.05383489,0.038182944,0.01910194,0.2207364,0.061783023,0.039669156,0.539065079
binning_output.242,0.07485163,0.0,0.062123064,0.07564033,0.0,0.0843139,0.03421802,0.032886077,0.043270938,0.046996787,0.024362741,0.03142529,0.026395436,0.5364842130000002
binning_output.220,0.06386877,0.0,0.0,0.16107962,0.0,0.18423858,0.0,0.049855445,0.0,0.053572234,0.0,0.023572825,0.0,0.5361874740000001
binning_output.222,0.09710267,0.06879605,0.0,0.122456476,0.0,0.053991936,0.0,0.030382559,0.0,0.080330096,0.02533652,0.05301455,0.0,0.531410857
binning_output.244,0.011183679,0.0,0.0,0.0,0.0,0.0,0.113776594,0.045336727,0.07417544,0.0,0.07657274,0.03445781,0.17537266,0.53087565
binning_output.229,0.037207294,0.0,0.072360486,0.0,0.028118508,0.03341851,0.09413746,0.033786293,0.056187812,0.02577579,0.06931603,0.040424775,0.03680567,0.5275386280000001
binning_output.230,0.10187336,0.0,0.0,0.06775289,0.0,0.045824524,0.021270394,0.0238387,0.025482276,0.08462896,0.060661048,0.06303338,0.031850047,0.526215579
binning_output.248,0.04253311,0.0,0.0,0.0,0.0,0.0,0.06711903,0.02857902,0.042888407,0.022249673,0.19931558,0.048175436,0.07521815,0.526078406
binning_output.269,0.063338235,0.11206506,0.0,0.07270614,0.0,0.15908651,0.0,0.04067416,0.0,0.04680159,0.0,0.026879344,0.0,0.521551039
binning_output.202,0.0,0.16393928,0.0,0.1991295,0.0,0.050874718,0.0,0.015609377,0.021500835,0.0,0.044251025,0.0,0.024678322,0.5199830569999999
binning_output.180,0.0,0.0,0.0,0.31320995,0.0,0.04316572,0.0,0.030786406,0.034837667,0.0,0.03753288,0.022112673,0.03434573,0.515991026
binning_output.266,0.0474813,0.0,0.0,0.0,0.0,0.0,0.019788502,0.032940276,0.079450145,0.02178003,0.23073152,0.051240787,0.031192964,0.514605524
binning_output.275,0.042531554,0.19250917,0.0,0.061817598,0.0,0.02203527,0.0,0.0,0.047110014,0.01837345,0.043459706,0.0,0.08558646,0.513423222
binning_output.205,0.1619596,0.0,0.0,0.082493044,0.0,0.13698697,0.0,0.028152682,0.0,0.057721104,0.0,0.041388996,0.0,0.508702396
binning_output.256,0.22349545,0.0,0.0,0.049149323,0.0,0.049137168,0.0,0.013163232,0.0,0.10047725,0.0,0.07159678,0.0,0.507019203
binning_output.239,0.04803443,0.0,0.0,0.0,0.0,0.0,0.08127935,0.036906958,0.07060616,0.034380917,0.12795952,0.06836832,0.03736164,0.5048972949999999
binning_output.209,0.08396548,0.0,0.0,0.07546337,0.0,0.09244253,0.0,0.035645027,0.0,0.15977837,0.0,0.05677124,0.0,0.504066017
binning_output.240,0.05854256,0.0,0.0,0.123125166,0.051584627,0.112678155,0.0,0.038419902,0.0,0.08757348,0.0,0.025127005,0.0,0.497050895
binning_output.253,0.0,0.102354996,0.17858993,0.0,0.06896427,0.0,0.0,0.0,0.0,0.039476644,0.0,0.10341097,0.0,0.49279681
binning_output.213,0.055941653,0.0,0.0,0.14052972,0.0,0.1528095,0.0,0.07227837,0.0,0.038785663,0.0,0.032226432,0.0,0.49257133799999997
binning_output.234,0.25481734,0.0,0.0,0.044526946,0.0,0.046933908,0.0,0.0,0.0,0.09873823,0.0,0.0466835,0.0,0.491699924
binning_output.224,0.10949739,0.0,0.0,0.086418204,0.0,0.107443,0.0,0.0480945,0.0,0.093001224,0.0,0.04581038,0.0,0.49026469799999994
binning_output.274,0.0,0.0,0.0,0.0,0.0,0.0,0.023300432,0.0,0.13912687,0.0,0.07242668,0.053988475,0.19981782,0.48866027700000003
binning_output.227,0.023241838,0.0,0.0,0.050629154,0.048452668,0.07183487,0.074704714,0.06957501,0.031713318,0.02034842,0.040018,0.030011363,0.026949462,0.48747881699999995
binning_output.268,0.054363076,0.0,0.0,0.043984022,0.0,0.05739568,0.044096153,0.05239396,0.024514703,0.06282186,0.038888615,0.04130396,0.064609945,0.48437197400000004
binning_output.161,0.0,0.0,0.13618125,0.134418,0.12060699,0.05604246,0.0,0.034698866,0.0,0.0,0.0,0.0,0.0,0.48194756600000005
binning_output.189,0.0,0.45360258,0.0,0.0,0.0,0.0,0.027872227,0.0,0.0,0.0,0.0,0.0,0.0,0.481474807
binning_output.223,0.0,0.0,0.0,0.15932667,0.17031474,0.09873654,0.0,0.05156692,0.0,0.0,0.0,0.0,0.0,0.47994487
binning_output.231,0.069389515,0.0,0.0,0.1064444,0.0,0.14389503,0.0,0.056509323,0.0,0.079870544,0.0,0.02245384,0.0,0.47856265200000003
binning_output.140,0.0,0.0,0.0,0.092052825,0.11525392,0.1305874,0.0,0.13756326,0.0,0.0,0.0,0.0,0.0,0.475457405
binning_output.267,0.08435138,0.0,0.0,0.095704205,0.0,0.12374983,0.0,0.034447648,0.0,0.090082996,0.0,0.046116523,0.0,0.47445258200000007
binning_output.265,0.028984856,0.0,0.049755506,0.0,0.031208776,0.046916977,0.03380328,0.031151596,0.07934917,0.027963387,0.05900441,0.039945923,0.045684755,0.473768636
binning_output.315,0.0,0.470418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.470418
binning_output.279,0.14107157,0.0,0.0,0.0135420915,0.0343401,0.031650856,0.0,0.0,0.0,0.17930545,0.0,0.06797656,0.0,0.46788662750000004
binning_output.136,0.0,0.073637,0.0,0.0,0.39411494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46775194000000003
binning_output.285,0.2583925,0.0,0.0,0.05565861,0.02635288,0.024262955,0.0,0.01144237,0.0,0.07338365,0.0,0.018036194,0.0,0.467529159
binning_output.276,0.013992066,0.0,0.017634144,0.0,0.0,0.0,0.09126905,0.043391563,0.0632723,0.012693498,0.06624146,0.04222387,0.11456745,0.465285401
binning_output.298,0.0,0.0,0.4646319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4646319
binning_output.283,0.0147210425,0.0,0.0,0.0,0.0,0.0,0.042194985,0.02392506,0.17093801,0.0,0.098657906,0.034241684,0.078523554,0.4632022415
binning_output.263,0.092980735,0.0,0.0,0.060398757,0.0,0.12327762,0.0,0.01863867,0.0,0.058825623,0.041782044,0.031166336,0.03232236,0.45939214500000003
binning_output.272,0.15374726,0.0,0.0,0.05273185,0.0,0.054943763,0.0,0.019861324,0.0,0.12822114,0.0,0.04898778,0.0,0.458493117
binning_output.301,0.0,0.0,0.45801857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45801857
binning_output.284,0.02797548,0.1528913,0.0,0.045059863,0.0,0.0,0.0,0.017498894,0.044013068,0.0,0.09846697,0.044040572,0.026701454,0.456647601
binning_output.305,0.0,0.0,0.45403674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45403674
binning_output.296,0.0,0.0,0.45376006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45376006
binning_output.280,0.018600581,0.0,0.0,0.0,0.0,0.0,0.08507888,0.05462176,0.040321372,0.0,0.0815321,0.052626006,0.12087103,0.45365172899999995
binning_output.245,0.053021293,0.0,0.045439225,0.023540054,0.06631631,0.04238696,0.023677852,0.07625258,0.019891374,0.03844726,0.027095009,0.037255358,0.0,0.453323275
binning_output.291,0.0,0.0,0.45323348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45323348
binning_output.228,0.0,0.0,0.0,0.12883364,0.19450437,0.092374295,0.0,0.03725235,0.0,0.0,0.0,0.0,0.0,0.452964655
binning_output.211,0.0,0.0,0.0,0.08162308,0.25505927,0.083627805,0.0,0.031025782,0.0,0.0,0.0,0.0,0.0,0.451335937
binning_output.303,0.0,0.0,0.45124832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45124832
binning_output.300,0.0,0.0,0.45107868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45107868
binning_output.287,0.0,0.14585702,0.061562583,0.0,0.059041254,0.0,0.060992848,0.02533105,0.026813617,0.0,0.029808313,0.022330109,0.01846908,0.450205874
binning_output.306,0.0,0.0,0.45015097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45015097
binning_output.304,0.0,0.0,0.44385004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44385004
binning_output.199,0.102715135,0.0,0.0,0.115297996,0.0,0.084814936,0.0,0.04783011,0.0,0.056472357,0.0,0.036174875,0.0,0.443305409
binning_output.286,0.0,0.0,0.0,0.027611911,0.0,0.41445255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44206446099999996
binning_output.216,0.026122276,0.0,0.0,0.11060537,0.0,0.17397314,0.0,0.097728625,0.0,0.033174843,0.0,0.0,0.0,0.441604254
binning_output.277,0.0,0.0,0.0,0.049553335,0.0,0.31711465,0.0,0.02508069,0.0,0.025701702,0.0,0.024093054,0.0,0.441543431
binning_output.299,0.0,0.0,0.4394243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4394243
binning_output.314,0.0,0.38349944,0.055393744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43889318400000005
binning_output.308,0.0,0.0,0.43884972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43884972
binning_output.264,0.03227578,0.0,0.0,0.0653038,0.0,0.15043356,0.0,0.06264859,0.0,0.043486755,0.02424361,0.026669433,0.03320467,0.43826619799999994
binning_output.221,0.0,0.0,0.2567996,0.0,0.18037312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43717272
binning_output.302,0.14717235,0.0,0.0,0.04581837,0.0,0.102956116,0.0,0.01626854,0.0,0.088934526,0.0,0.031433925,0.0,0.432583827
binning_output.294,0.0,0.0,0.0,0.04085076,0.0,0.3718634,0.0,0.018121218,0.0,0.0,0.0,0.0,0.0,0.430835378
binning_output.310,0.0,0.1132161,0.1169176,0.0,0.04464411,0.0,0.038443886,0.017915001,0.030953245,0.0,0.026398376,0.018495383,0.022549756,0.42953345699999995
binning_output.289,0.05363184,0.0,0.0,0.05982384,0.0,0.03008035,0.052927177,0.040978067,0.048946,0.028464906,0.04628331,0.035709936,0.03093626,0.42778168600000005
binning_output.195,0.07243029,0.0,0.0,0.09766225,0.0,0.047004044,0.0,0.14184327,0.0,0.034172688,0.0,0.03364496,0.0,0.426757502
binning_output.236,0.050396014,0.0,0.0,0.09693219,0.0,0.10783528,0.0,0.09228648,0.0,0.055203773,0.0,0.02366997,0.0,0.426323707
binning_output.251,0.0,0.0,0.0,0.029765144,0.14390303,0.22747324,0.0,0.022901218,0.0,0.0,0.0,0.0,0.0,0.424042632
binning_output.282,0.046949115,0.0,0.0,0.1260638,0.0,0.12607943,0.0,0.035597686,0.0,0.055026356,0.0,0.033101764,0.0,0.422818151
binning_output.232,0.0,0.0,0.23870815,0.0,0.181045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41975315
binning_output.290,0.04330611,0.0,0.0,0.062708564,0.0,0.19966407,0.0,0.029471468,0.0,0.041879956,0.0,0.0362439,0.0,0.413274068
binning_output.261,0.03500598,0.0,0.0817413,0.047878806,0.10138297,0.061590135,0.0,0.02746196,0.0,0.0334716,0.0,0.024117284,0.0,0.412650035
binning_output.313,0.055515774,0.0,0.0,0.042664997,0.03184513,0.14464767,0.0,0.025811076,0.0,0.08840438,0.0,0.019948341,0.0,0.408837368
binning_output.249,0.0,0.0,0.22137512,0.0,0.18019208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4015672
binning_output.257,0.0,0.0,0.2306537,0.0,0.0,0.0,0.06439223,0.026654813,0.017166786,0.0,0.020508254,0.0,0.030833289,0.390209072
binning_output.281,0.16187988,0.0,0.0,0.06864097,0.0,0.04037682,0.0,0.016874705,0.0,0.058373738,0.0,0.036872797,0.0,0.38301891
binning_output.259,0.035047363,0.0,0.0,0.09304926,0.0,0.12835848,0.0,0.045525562,0.0,0.055476055,0.0,0.024751123,0.0,0.382207843
binning_output.293,0.0,0.0,0.0,0.30498227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751804,0.0,0.38016267
binning_output.243,0.0,0.0,0.0,0.0,0.37866375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37866375
binning_output.238,0.06272338,0.0,0.0,0.02891559,0.18034177,0.04557001,0.0,0.022196352,0.0,0.0,0.0,0.03710351,0.0,0.376850612
binning_output.250,0.0,0.0,0.0,0.0,0.3728151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3728151
binning_output.252,0.0,0.0,0.0,0.0,0.36992508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36992508
binning_output.262,0.0,0.0,0.0,0.119749814,0.0,0.10391003,0.0,0.1409944,0.0,0.0,0.0,0.0,0.0,0.364654244
binning_output.312,0.0,0.0,0.10256788,0.0,0.0762336,0.0,0.06634603,0.019818539,0.045629147,0.0,0.028527172,0.0,0.023603836,0.362726204
binning_output.295,0.05710182,0.0,0.0,0.03007872,0.14530167,0.041349597,0.0,0.014934514,0.0,0.04753318,0.0,0.023289979,0.0,0.35958948
binning_output.309,0.048617363,0.0,0.036050413,0.035580803,0.07597194,0.07238337,0.0,0.021005834,0.0,0.0501246,0.0,0.019407796,0.0,0.359142119
binning_output.254,0.0,0.0,0.0,0.0,0.35868895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35868895
binning_output.270,0.0,0.0,0.0,0.0,0.34647512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34647512
binning_output.258,0.0,0.0,0.0,0.0,0.34639114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34639114
binning_output.212,0.0,0.0,0.0,0.0,0.34026715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34026715
binning_output.288,0.0,0.0,0.0,0.0,0.32332805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32332805
binning_output.260,0.0,0.0,0.0,0.0,0.25793236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25793236
binning_output.273,0.0,0.0,0.0,0.0,0.20523886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20523886
